Author,Comment
@angelicaavalos1097,"I’m so confused. Someone please fill me in"
@jaynerolt949,"Colleen I have missed you dearly and I am so sorry that people are not mature enough to hear you out. You’ve grown so much as a person and helped more people than you will ever know. ❤️❤️❤️❤️❤️❤️❤️❤️💙💙🥺💙🥺🥺"
@sslimeman,"what the fuck are you doing"
@chloeflorip2116,"WHAT THE HELL🔥"
@ayseljang7723,"I’m sorry bullying is awful"
@lisaledger8652,"Amen girly!!!!!!!!❤❤❤❤❤❤❤❤❤❤❤❤❤❤"
@chloeisabeI,"absolutely fucking disgusting. the second you whipped a UKELELE out this was void. god forbid you take accountability instead of dance around the subject?"
@thebooklife7271,"this is so disrespectful to the children you hurt and manipulated. I used to be a fan but this has soured what I thought of you--I really think you&#39;d benefit from a reality check... like... this is so out-of-touch"
@brookswetzelberger1057,"We support you all the way Colleen ❤ I am truly sorry that those haters have told lies about you"
@lanah8499,"Jesus christ, not a ukulele song response 😭😭😬"
@PrincessYoung,"What the fuck?"
@MYGECKOHASCANCERBRO,"She just removed my comment with 300 likes saying that she is in the wrong. Be careful and keep commenting because she will keep removing them."
@rosygl0w,"her brain needs to be studied because why did she think this was an appropriate response"
@k.kquzzy1012,"I feel like I’m back in 2013 to 2014 watching this"
@hailzz_,:(
@jessismallz,"All of you that are criticizing… you sat back for over 10 years and watched her career and didn’t have an opinion about it once!!!! Not one time did anyway say anything:.. it’s all been on the internet for everyone to see! And now you all have an opinion.. bullsh*t!"
@usertwothousandfive,"girl this whole video is… why are you signing at least be serious 😭"
@JoyShasta216,"I LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU"
@gwenf2215,"You are incredible gorgeous girl. There&#39;s always gonna be those people. Don&#39;t let them dull your sparkle."
@amymojo,"This is.. a choice. <br><br>How is anyone supposed to take this seriously? These are big accusations against you.. and you are playing a jaunty little tune on a ukulele"
@niloferrauha1657,"SHE DID NOT FUCKING SING I AM LOSING MY MIND OVER THIS"
@yo-gp9ox,Disgusting
@ktrwl8517,"I’m sure the real victims ( not u lol) are not having fun"
@Natalie_Explores,"TTQ: off topic, but do you miss your pool, and would you considering getting a pool at new house one day?"
@samoyeds243,"i want to laugh at how ridiculous and embarassing this is for a grown woman to be doing but then i remember the victims and suddenly it ain&#39;t funny anymore"
@sydney7286,"Girl you didn’t take an ounce of accountability. Spent 10 minutes blaming everyone else but yourself"
@WillmKr,"Poor damage control"
@joe024598,"Happy to see you again! ❤❤"
@poppy2443,"Real fans will stay because we all fuck up and learn from our pasts. This is like Jenna marbles shit being brought up. The internet doesn’t allow people to grow and then we lose great people with our online bullying."
@lynn2493,"I&#39;m only 36seconds in and I cant believe how much of a joke this actually is to you<br><br>Edit: Just adding that this whole video is just a big mess full of deflection, Colleen is NOT the victim here ffs🤣 don&#39;t watch the video, just wait for people to break it down and watch that ❤"
@Gorl_from_Duckville,"GIRL WTF"
@sarah-lynndowney5287,"Colleen!!! I love you so much! I never once believed any of these lies. I&#39;m so sorry your going through this. I&#39;m heartbroken for you. You can get through this. I understand why you said it in a song. I have missed seeing your face. Take your time and heal. Come back when your ready. ❤❤❤"
@tinapelletier4788,"Colleen, <br><br>I have been watching you for years. I have enjoyed you, your family, and truly feel like I&#39;m a part of your life. When the accusations came out, I was utterly confused. None of it made sense. It didn&#39;t fit the Colleen that I know and it didn&#39;t seem to add up in my mind as the accusations seemed to be far fetched. Whether there can be some truth to any of them, is none of our business. That said, there are two sides to every story and even then, there&#39;s still more story. <br><br>You are an incredible inspiration to others. Your kindness, your realness, your laughter, your humor, your hair - every little bit about you makes you REAL. So many people on the internet try to be someone they are not and you aren&#39;t like that. These people who are attacking your character and reputation, don&#39;t know the real you. It can be argued that none of us really do, but I believe that a person&#39;s true motives can be discerned early on and you don&#39;t deserve to be silenced, to wither away, to feel this pain and anguish, or to have this level of total disgust and disdain thrown your way. <br><br>Keep pushing through, love. Do not lose your spark, your joy, your creativity, your realness. Don&#39;t let others&#39; negativity cloud your sun. <br><br>I don&#39;t comment much, but know you have support in your corner - even if it doesn&#39;t seem like you do at times. ❤"
@aliciaa.5154,"what is going on?"
@user-wt4wg4lp5n,"This is creepy"
@katrinaalexander7022,"I love you 😂"
@desireevega7787,"Women get away with SO many disgusting things that those same women would crucify a man for. Such a shame."
@KatieTaunton-gb7of,"Lol bye. You disgust me"
@samantharuiz3543,"loved this, cancel culture sucks! love you queen been watching you since I was 11 now I&#39;m turning 22"
@zellemermaid,"Filter your community Colleen! Let’s be strong together without any toxic piece of sh…"
@starazie8053,"wtf is this 😭"
@user-wt4wg4lp5n,"This is creepy"
@gilgaws,"You were a fully grown adult then, and a fully grown adult now. Please grow up, Colleen."
@buttermilkoreos8913,"No fucking way."
@beccafar,"this aint it"
@stephanierae0830,"Welcome back Colleen. We missed you. ❤️"
@simonsaes3332,"This is the biggest ick I have ever experienced."
@kylee4146,"Bestie. We. Saw. The. Screen. Shots. Wtf do you mean NOT TRUE?! And the FACT this is on YOUR SECOND channel? Lol you have no accountability whatsoever"
@harichandana4799,"atleast we got a great song out of it. glad to see the ukalele is back."
@aleta5873,"&quot;Those people&quot; have been making these kind of remarks.  They were just waiting to pounce.  They have some type of agenda.  Or they have very painful issues themselves.  And need to purge it in intensive, specialized  therapy.  They just don&#39;t understand our precious Colleen.  She would never hurt an innocent.  She should get a good Attorney."
@screenwriterchick,"girl you are soooo unserious, you should be taking ACCOUNTABILITY for the horrible and creepy stuff you said, not making a joke out of it? this makes you look 100x worse."
@manuelamador1666,what?
@danyelgrace4251,"girl what the hell"
@candyvieyra8026,"We love you Colleen, I miss seeing your videos of your kids and I hope you all are doing well ❤<br>Everyone makes mistakes, sorry you are going through this 😢"
@JoyShasta216,"LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOU I LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI LOVE YOUI"
@daniella12hol,"<a href=""https://youtu.be/r5AsmKUSaQg"">https://youtu.be/r5AsmKUSaQg</a>"
@o0Alykinz0o,"Where’s the childhood cancer money, Colleen?"
@kyleisnice,"Stop apologizing and feeding into the never ending bs that is the internet and social media. You don’t have to answer to anyone for anything. Make sure you and you’re family are good and everyone else can pound salt. Enough is enough with all this cancel bs."
@changeBob,"you are not the victim."
@duckydoesstuffbasic9291,"Love you so much"
@hs3244,"Oh no..this was not a good move.."
@Katie_bell,"Y&#39;all need to calm down and take a moment to think about your own lives. I&#39;m sure every person watching this has done cringy things, and realized later, I know I have. That&#39;s life, if your not making mistakes how can you learn? Colleen is doing the best she can just like the majority of you all. Keep your head up Colleen and focus on your family and kids."
@annamarshall9910,❤❤❤❤❤❤
@Piscesgarden,"ARE YOU KIDDING ME"
@amycostello6384,"Well, good job internet 👏 First Jenna and now Colleen. This is why we can’t have nice things."
@BB_BB117,"Colleen, your truest YouTube friends and family know you. We love and miss you. You will get through this. Know that we’ve been through worse. (NICU moms). We can get through anything. ❤ Haters back the <b>**</b> off!"
@cantocant2346,"I swear, watching the feeding frenzy has turned my stomach. I&#39;m glad to see you&#39;re back. Everyone has to learn and grow from their mistakes and it takes a mature person to say &quot;I was wrong and now I know better&quot;. Keep putting out positive content and let the Haters spin. <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
@kaylababiee143,"PLEASE DONT LEAVE AGAIN 😢 they can leave, I’ve been watching you and Miranda since the very beginning.. my heart dropped when I saw you finally posted. I love you so much and I miss your little family ❤️"
@dianamurphy7316,"I have missed your daily vlogs. Please come back daily. You inspire and comfort a lot of people. Including me. Please know you do have supporters still. We are still here. Please come back for us"
@madeleinesnowdon7364,"Great you&#39;ve cancelled Colleen. Who next?"
@louieandrea4494,"Love ❤ and hugs 🤗 your way Colleen"
@serenaperez9835,"Girl, everyone is going to talk shit and gather whatever rumors they can. You can&#39;t make everyone happy. Everyone has made mistakes, its not your job to bow down at their feet for forgivness. You know what happened, you know what it is. So that&#39;s between you and you. Just know you have supporters here, and you are missed. &quot; I am independent of the good or bad opinions of others&quot;"
@SingingGal83,"👏👏👏👏👏👏 clapping for you!!!! Thank you for saying what I&#39;ve been saying all along!!! I love you so much &amp; I will continue to support you 100%!"
@vickyvillegasxx,"Ok but your fans were kids tho"
@charissehendrickse3834,"Good for you. Love you"
@belenfdr,"Testing: what the actual f is this, ive been a watcher of yours for long and this BS just proves everything. I&#39;m so dissapointed"
@cassandracompton953,"This just made it worse…. lol"
@duckydoesstuffbasic9291,"Miss you"
@commondaisyyy,"Colleeeeeen!!! I know you’re reading comments. Please only pay attention to the good ones, it’s evident they were waiting with pitchforks. We love you and are so happy you’re back. 😍 Love this version of you!!! xo"
@tabigirl1012,"colleen in no way is anyone trying to destroy your reputation..we just wanted you to take accountability...."
@user-xv7ct8cc6g,"This is bloody brilliant. 😂 look forward to tomorrows vlog ❤"
@trblmoons,"there is something seriously wrong with you"
@alessandraliotta332,"I’m so happy to see you, i always thought about you during these few weeks ❤ i never believed to a word they said so just know that there still are people who are here to support you 🩷 i’ve watched every single one of your vlogs since march 2020 and you helped me so much, so thank you 🫶🏻 i know this time must have been hard but i’ll be so happy if you slowly started to get back online"
@rebeccaheflin8234,"Love you Colleen ❤"
@madisonsherbahn7790,"I love you Colleen !!! Don’t let the haters get ya down. We know you"
@chelsxxeaa,"expected better from u idk"
@K_raye22,"Love you Colleen"
@jaymondallie819,"What a complete joke this woman is. Make a real response!!!!!!"
@eleanorcharlton8342,"I ❤ you"
@erinbrowning5729,"put the fucking ukulele away."
@Stephyirsh,"Mistakes? Absolutely. Inappropriate with minors and sexualizing pedophilia..never."
@freya4729,"This made my day ❤ She doesn&#39;t need to make another apology video. She is an artist and that&#39;s how she wanted to talk about her situation. This is actually healthy of her. She is trying to do it in a way where she&#39;s not heavy with herself and trying to protect herself, for once. She needs to be in this mood as a mother. Welcome back ❤❤ so happy to see you back beautiful ✨️✨️"
@c.b.5567,💖💖💖
@marissagreen375,"jesus christ"
@haileybrown1253,"A SINGING VIDEO??!??! LMAOO😭😭 girl…."
@shalnark019,"This would hit better if you could actually sing 💀💀"
@Calcucorn,"There’s no way this is real"
@brookeholloway5930,"I’m just asking what everyone wants her to do exactly? This is all stuff from 10 years ago. She’s already apologized before…. Like what else are you wanting her to do? How many of you are having to pay for the many mistakes you all may have made 10 yrs ago? She didn’t sleep with minors or have nudes of minors or anything like that yet you’re all acting like it. Pretty sure if she did something worthy of jail she’d be there already….. and to Colleen: I’ve missed your vlogs!"
@lizwright5469,"Don&#39;t worry Colleen I love you so much your the best and you mean the world to me"
@allysamckenzie1960,"😢Second time I’ve had to give the exact comment on one of your videos. Girl, delete this!"
@gordonlu4126,"HE DIDNT SAY I COULDNT SINGGG - cat valentine"
@BreeRose01,"I&#39;m trying to take all this seriously but the ukulele man 😂"
@samanthanaughton-yi9gr,????????
@worldofTshirtsfan,"the silence in the intro 😭💀"
@kkd9,"ngl u goin to hell💀💀💀💀"
@kalballinger11813,"good to see you again,hope to see you more"
@vickyvillegasxx,"Wtf is this"
@SRP_GRIZZY,"The millennials saying cancel culture is in the wrong when this is completely justified"
@Stylishbystacey,"Colleen, I have been fortunate enough not to hear any of the rumours. I do not need to look them up. I know from every video ive seen of you that your the most honest genuine person and would never do anything to upset or harm anyone and never wish that. Just know your true fans will stick with you. Your the most loving mother and have so much care in your heart I cannot even fathom anyone believing those rumours about you"
@shawnsliwka5785,❤
@tanyaferreira663,"That was so distasteful"
@ColeSlaw-uv8gx,"your team was right."
@brennacathryncote,"I love this! Just move on. Cancel culture is toxic and dangerous to those in the line of fire. I felt this way with you and I felt it with Shane. Yes you made mistakes. I’d be willing to bet it would have been taken a lot more seriously if there wasn’t someone making dozens of YT videos trying to profit off this bullshit that happened years ago, grasping at straws for content and 5 seconds of fame. I hope you and your fam are doing great!"
@nbk5d2c,"I Watch you videos after work while I eat dinner.  I just hope we can get back to that soon 😊"
@amandahernandez9407,"Girl what"
@FinnaMakeMusic1129,"No accountability taken at all. Wow she must be a very big narcissist"
@isabelcollis1384,"HAHAHAH THE ‘hi.’ AND THE SINGING. clearly feels awful about how uncomfortable she made those people feel…"
@user-cl7md1bz2l,LOL
@jessicafoster9230,"I found you from your pregnancy 🤰🏻 with Flynn and have watched since then. You are so open and I worry about your mental health. Please stay healthy mentally.  This is a lot🩵💙💜💛💚💔❤️‍🔥❤️‍🩹"
@emilyfdee,"This is going to be poorly received. While I don’t disagree with what you did say, it’s what you DIDN’T say that is the problem. While your INTENT may not have been to cause harm, the fact is you DID. All you had to do was acknowledge that, and apologize."
@kyleighfloyd7223,"i can’t imagine how angry you feel over all of this (i mean i can feel it in this video but i’m sure it doesn’t come close to what you actually wish you could say)   bc SAME"
@noone2001,"All u needed to do was to apologize"
@zellemermaid,"The past is the past and we all make mistakes! <br>But this people are acting with a double purpose and karma exists.<br><br>Love you Colleen and let’em talk…"
@missann553,"Why did you delete my comment asking about it then?"
@Stupidinabox420,Lame.
@booboo8871,"COLLEEN hahahahaha I’m sorry but I love this 😂"
@hotdog8905,"I love you!! Keep your head up!❤"
@jenniferhammersmith3743,"Sending you so much love and comfort. Hang in there, this too shall pass."
@evelyncolon12,"I have been watching for a while….. girl take accountability.  It is creepy the way you take to your young fans!"
@klejjel6241,"&quot;F me right&quot; at the end.... not needed theres enough going on in the world without cancel culture but this wasn&#39;t the way to go about this 😢😢😢"
@jaidynburtch,"this is disgusting"
@tropheesy,"this was basically just making fun of the victims for 10 minutes. you&#39;re so pathetic."
@jaydenforster7229,"Oh how I’ve missed you so much!❤❤"
@Ibiralian,"You are not Taylor Swift girl, don&#39;t even try."
@MYGECKOHASCANCERBRO,"This isn’t a joke. Stop singing and own up to it. There is proof, and you’re just saying plain up lies."
@Noneofurbeeswax585,"What is wrong with you? Honestly how do you think this is appropriate?"
@saramandura,"Bae nobody cares"
@andreadasilva2240,"WHAT THE HELL🔥 Creepy."
@J3AN3TT3,"I miss you and your daily vlogs. Hope You’re doing okey ❤"
@stephaniebuck7246,"I love you Colleen!! I am not judging you…no one should. I’m so happy so see your beautiful face and your voice lady!! You can get through this!!"
@viennascott4353,"love you colleen so so much wish u could adjust the videos so the haters cant even watch"
@emmanuelstyles6345,"Was this in your self-help book?"
@strwberygoth,"White people never fail to absolutely make my jaw drop what is this girl pleaSEDE"
@chelseaschilling14,"Cancelled culture needs to be the next thing to be cancelled. So over it. You’re a beautiful person and anyone who thinks otherwise is bored and buys in to whatever they hear. We love you!"
@tinekennedy7281,"She totally gaslights"
@jordynrose3706,"not the song being a bop"
@butterflyblues4209,"You’re amazing! Love you! Missed you!"
